令和３年経済センサス‐活動調査　事業所に関する集計－産業横断的集計－事業所数、従業者数,,,,,,,,,,,,,,,,,,,,
第３２－１－２７表　経営組織(5区分)別全事業所数及び従業者数－市区町村、町丁・大字,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,経営組織,経営組織,経営組織,経営組織,経営組織,経営組織,経営組織,経営組織,経営組織,経営組織,経営組織,経営組織,経営組織,経営組織,経営組織,経営組織
,,,,,0_総数,0_総数,1_民営,1_民営,11_個人,11_個人,12_法人,12_法人,121_会社,121_会社,122_会社以外の法人,122_会社以外の法人,13_法人でない団体,13_法人でない団体,2_国、地方公共団体,2_国、地方公共団体
,,,,,事業所数,従業者数_男女計,事業所数,従業者数_男女計,事業所数,従業者数_男女計,事業所数,従業者数_男女計,事業所数,従業者数_男女計,事業所数,従業者数_男女計,事業所数,従業者数_男女計,事業所数,従業者数_男女計
,,,,,(事業所),(人),(事業所),(人),(事業所),(人),(事業所),(人),(事業所),(人),(事業所),(人),(事業所),(人),(事業所),(人)
市区町村・町丁大字コード,市区町村コード,都道府県名,市区町村名,町丁・大字名, ,,,,,,,,,,,,,,,
27104000500000700_大阪府大阪市此花区春日出北３丁目,27104,大阪府,大阪市此花区,春日出北３丁目,32,310,31,261,13,21,18,240,16,225,2,15,-,-,1,49
27104002800002800_大阪府大阪市此花区常吉１丁目,27104,大阪府,大阪市此花区,常吉１丁目,31,521,31,521,-,-,31,521,31,521,-,-,-,-,-,-
27104002800002900_大阪府大阪市此花区常吉２丁目,27104,大阪府,大阪市此花区,常吉２丁目,70,894,70,894,1,2,69,892,61,873,8,19,-,-,-,-
27104004200004200_大阪府大阪市此花区西九条１丁目,27104,大阪府,大阪市此花区,西九条１丁目,142,"1,848",142,"1,848",38,81,104,"1,767",96,"1,676",8,91,-,-,-,-
27104004200004300_大阪府大阪市此花区西九条２丁目,27104,大阪府,大阪市此花区,西九条２丁目,73,481,73,481,32,73,40,400,34,363,6,37,1,8,-,-
27104004200004400_大阪府大阪市此花区西九条３丁目,27104,大阪府,大阪市此花区,西九条３丁目,138,722,138,722,62,166,75,543,65,480,10,63,1,13,-,-
27104004200004500_大阪府大阪市此花区西九条４丁目,27104,大阪府,大阪市此花区,西九条４丁目,47,441,46,395,16,53,30,342,26,283,4,59,-,-,1,46
27104004200004600_大阪府大阪市此花区西九条５丁目,27104,大阪府,大阪市此花区,西九条５丁目,45,"1,647",43,"1,605",6,15,37,"1,590",25,578,12,"1,012",-,-,2,42
27104004200004700_大阪府大阪市此花区西九条６丁目,27104,大阪府,大阪市此花区,西九条６丁目,12,391,10,273,2,3,8,270,6,259,2,11,-,-,2,118
27104004200004800_大阪府大阪市此花区西九条７丁目,27104,大阪府,大阪市此花区,西九条７丁目,8,207,8,207,-,-,8,207,8,207,-,-,-,-,-,-
